age_ka,d18o_raw,d18o_lowpass_10kyr,d18o_residual_lt10kyr
39.8,-8.36277108433737,-8.967759355183833,0.604988270846464
39.9,-8.35892857142857,-8.969288378987157,0.6103598075585861
40.0,-9.802141148325365,-8.971143945715593,-0.8309972026097725
40.1,-9.719844497607662,-8.973318237352252,-0.7465262602554095
40.2,-9.4920238095238,-8.975802088017245,-0.5162217215065557
40.3,-9.021839024390271,-8.978585059712033,-0.04325396467823772
40.4,-9.128200000000009,-8.98165552477411,-0.1465444752258982
40.5,-8.930270655270682,-8.985000753935596,0.05473009866491374
40.6,-9.140937984496121,-8.988607008976413,-0.15233097551970864
40.7,-9.153801075268824,-8.992459639026329,-0.16134143624249475
40.8,-9.02144578313253,-8.996543179604863,-0.024902603527666045
40.9,-9.277613168724281,-9.00084145351085,-0.2767717152134317
41.0,-9.692278688524617,-9.005337672697443,-0.6869410158271734
41.1,-9.73104336043359,-9.010014540301512,-0.7210288201320783
41.2,-9.231133333333334,-9.014854352049127,-0.21627898128420675
41.3,-9.388820895522388,-9.019839096341878,-0.36898179918051
41.4,-9.913516666666649,-9.024950552438986,-0.8885661142276629
41.5,-9.349623376623361,-9.030170386271065,-0.31945299035229624
41.6,-9.552818452380945,-9.03548024354079,-0.5173382088401546
41.7,-8.824501501501512,-9.040861839886137,0.2163603383846251
41.8,-8.870108108108097,-9.04629704800156,0.1761889398934624
41.9,-8.24752083333334,-9.051767981712974,0.8042471483796341
42.0,-8.517636363636363,-9.057257077057669,0.5396207134213054
42.1,-8.285462962962947,-9.062747170413422,0.7772842074504744
42.2,-8.957397116644845,-9.068221573651645,0.11082445700679955
42.3,-8.927237483953785,-9.073664146174453,0.14642666222066758
42.4,-9.05936553524803,-9.079059363565474,0.019693828317443263
42.5,-9.914556818181786,-9.084392382471517,-0.8301644357102695
42.6,-9.58068518518518,-9.08964910126126,-0.4910360839239196
42.7,-9.64839473684209,-9.094816215991198,-0.5535785208508912
42.8,-9.41250684931503,-9.099881271252425,-0.3126255780626046
42.9,-9.778452054794544,-9.104832705564489,-0.6736193492300551
43.0,-10.065450915141406,-9.109659891101613,-0.9557910240397938
43.1,-8.994088424437315,-9.114353167663166,0.12026474322585123
43.2,-9.434890909090928,-9.118903870930728,-0.31598703816020013
43.3,-9.74008319738985,-9.123304355185542,-0.6167788422043081
43.4,-9.376656301145676,-9.127548010779682,-0.24910829036599402
43.5,-9.159581196581199,-9.131629276753177,-0.027951919828021587
43.6,-9.248518248175206,-9.135543649074677,-0.11297459910052865
