realization_id,catalogue_kind,event_type,event_label,n_events,rayleigh_pre_n_phase_events_used,rayleigh_pre_n_extrapolated,rayleigh_pre_mean_phase_deg,rayleigh_pre_mean_resultant_length,rayleigh_pre_z,rayleigh_pre_p_value,n_hazard_bins_after_history_filter,n_hazard_events_after_history_filter,precession_phase_after_adjusted_climate_LR_statistic,precession_phase_after_adjusted_climate_LR_p_value,precession_phase_after_adjusted_climate_delta_AICc,precession_phase_after_adjusted_climate_bits_per_event,full_vs_adjusted_baseline_LR_statistic,full_vs_adjusted_baseline_LR_p_value,full_vs_adjusted_baseline_delta_AICc,full_model_converged,full_model_log_likelihood,adjusted_climate_model_log_likelihood,adjusted_baseline_log_likelihood,stationary_log_likelihood,full_model_pre_phase_preferred_deg,full_model_pre_phase_rate_ratio_max_vs_min
115,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,220.6832834502406,0.22684528156579375,5.145878176866424,0.005586320825241748,3175,98,13.263055213069492,0.0013181479358335398,-9.2466239320986,0.09762522440271362,36.10900049239456,2.7480696282527257e-07,-28.081204384291823,True,-417.91571666838513,-424.5472442749199,-435.9702169145824,-438.85335240030975,228.29065269725348,3.0325628568106797
116,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,15.259669604144664,0.2572002415020227,6.350588565955086,0.0016203415492051557,3175,94,21.906955422777173,1.7497059645856005e-05,-17.89052414180628,0.16811199973093732,33.2576152673812,1.0578486662069526e-06,-25.229819159278463,True,-402.1207126646242,-413.0741903760128,-418.7495202983148,-424.8582041313375,358.9634078740729,4.333890431604092
116,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,227.49721741044863,0.20461621553508394,4.186779565989992,0.014844181091853845,3175,99,12.017820680185991,0.002456763759383192,-8.0013893992151,0.08756591059392504,33.492543163017785,9.468774702592712e-07,-25.46474705491505,True,-421.9963452948216,-428.0052556349146,-438.7426168763305,-442.3263630580286,236.86860737491432,2.845445909145672
117,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,13.091766524356007,0.2273627318354762,4.962605935458304,0.006725030764445718,3175,95,17.707455935568305,0.00014284820888698098,-13.691024654597413,0.13445504665791702,31.672453674061558,2.231818323854847e-06,-23.644657565958823,True,-406.71613381689,-415.5698617846742,-422.5523606539208,-428.372671873995,351.0519145375619,3.7127841977314358
117,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,219.4035619180567,0.21520372480736621,4.631264317096461,0.009443298020679626,3175,99,15.659990099994047,0.00039762744854170834,-11.643558819023156,0.11410399019005897,47.38311665863796,1.2689235273762846e-09,-39.355320550535225,True,-415.1857413142226,-423.0157363642196,-438.87729964354156,-442.32636305802737,227.42794196548564,3.340015393842477
118,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,14.58378024501077,0.2347649780145139,5.291001110606898,0.004807116903483469,3175,94,19.026613745087843,7.386238394353165e-05,-15.010182464116951,0.14600851752631927,30.855987824050203,3.27560790414451e-06,-22.82819171594747,True,-404.926723857016,-414.4400307295599,-420.3547177690411,-425.55135131189843,356.451862252804,3.9973505038287858
118,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,222.1183956071386,0.24085853853005537,5.801283558283417,0.002856615450593612,3175,98,13.98660927090907,0.000918007832307742,-9.970177989938179,0.10295108078567407,35.156744202529126,4.3133793274652366e-07,-27.12894809442639,True,-416.0422161273751,-423.03552076282966,-433.6205882286397,-438.8533524003087,229.21332714353747,3.1486881723619624
119,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,15.587786584904304,0.20846421007791668,4.171903380807339,0.01505549785613023,3175,95,13.74459904201558,0.001036091808313687,-9.728167761044688,0.10436455198380565,25.31468979294982,4.3486177372974296e-05,-17.286893684847087,True,-411.1992008021557,-418.0715003231635,-423.8565456986306,-428.37267187399505,355.7599227185797,3.16036054655028
119,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,233.68999116511787,0.20363609182170972,4.146765789241979,0.015460277836177797,3175,98,11.480473621240094,0.003214007074172101,-7.464042340269202,0.08450419571642676,32.68278917264638,1.3870960175619605e-06,-24.654993064543646,True,-417.37379812268523,-423.1140349333053,-433.7151927090084,-438.8533524003086,242.19683496534685,2.8169726561277013
120,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,16.865011664491497,0.23902369666821563,5.484703446618159,0.003942353186119387,3175,95,18.21917871328435,0.00011060012301313386,-14.202747432313458,0.13834062515118473,32.57765382756929,1.4575312705031238e-06,-24.54985771946656,True,-404.82231361009394,-413.9319029667361,-421.1111405238786,-428.3726718739941,357.6153551376895,3.7914542814670362
120,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,229.413118299619,0.2615039849563081,6.8384334148029025,0.000983641200628593,3175,98,17.97315441107844,0.00012507747589048205,-13.956723130107548,0.13229479968364521,39.15073895436194,6.484443305993906e-08,-31.122942846259207,True,-413.9565915607982,-422.9431687663374,-433.53196103797916,-438.853352400307,232.98137450906813,3.7552515570326492
121,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,19.069724034722967,0.20855337410440597,4.175472945631902,0.01500093960710409,3175,95,13.15765943390602,0.0013894744220814086,-9.141228152935128,0.09990784218422158,24.52304263318979,6.273101292176894e-05,-16.495246525087055,True,-409.8300715431352,-416.4089012600882,-422.0915928597301,-428.37267187399283,0.4529960817775379,3.075807827362892
121,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,222.75749616723243,0.19990037075136882,3.996015822653471,0.018018614804469604,3175,99,12.132819098243317,0.0023194862793881523,-8.116387817272425,0.08840382800524516,38.974317782076696,7.052062641050309e-08,-30.94652167397396,True,-420.59631034455197,-426.6627198936736,-440.0834692355903,-443.0195102385893,232.81242975691464,2.8402876397340897
122,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,23.242769686706204,0.19527148494991062,3.660571472116144,0.025306528110855583,3175,95,12.829951062472674,0.0016368599595874445,-8.813519781501782,0.09741950932988114,25.293737971095766,4.391042174942382e-05,-17.26594186299303,True,-409.7016210786263,-416.11659660986265,-422.3484900641742,-428.3726718739939,0.9077389674796231,3.0251749401572505
122,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,221.34548319705226,0.2346114874948354,5.50425500645393,0.0038724174765916515,3175,99,15.391841311037979,0.0004546781938449294,-11.375410030067087,0.1121501673211332,41.944583983933626,1.7128710798659155e-08,-33.91678787583089,True,-417.28281763712437,-424.97873829264336,-438.2551096290912,-442.3263630580287,227.0915555208379,3.2558791603696213
123,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,23.919119909624783,0.25826992872006627,6.403522183782539,0.001534403981706603,3175,95,19.98346295058775,4.5776876452286835e-05,-15.967031669616858,0.15173706788737518,33.57601368555811,9.103084075601737e-07,-25.548217577455375,True,-406.35391327629617,-416.34564475159004,-423.1419201190752,-428.37267187399283,3.0911154486786914,4.048700008689519
123,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,217.45228601462856,0.2142164552806566,4.588868971300955,0.009860054672745481,3175,99,14.287871043605946,0.0007896383344645099,-10.271439762635055,0.10410626615894604,44.188076569142595,5.86382460504918e-09,-36.16028046103986,True,-415.6023845249423,-422.74632004674527,-437.6964228095136,-442.32636305802794,224.3315145565934,3.1678729542054125
124,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,15.151337446349661,0.2615961637769531,6.569525078670573,0.0012932231207918887,3175,95,21.08275110615591,2.6420362109509798e-05,-17.06631982518502,0.16008410773235496,32.70803639729024,1.3706929780674507e-06,-24.68024028918751,True,-405.04502706764515,-415.5864026207231,-421.3990452662903,-428.3726718739944,357.4483852301666,4.267397025583909
124,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,219.174295620289,0.23972658857733964,5.746883727092906,0.0030204152815328103,3175,98,14.442708810337763,0.000730811932812879,-10.426277529366871,0.1063082876412124,39.15490412813767,6.471607915192896e-08,-31.12710802003494,True,-414.4059237166934,-421.6272781218623,-433.98337578076223,-438.85335240030963,224.5303169102592,3.2200949900634264
125,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,20.82116784517301,0.25609032852462715,6.295896610929741,0.0017141633362846157,3175,95,19.21459970101637,6.723612701463514e-05,-15.198168420045477,0.14589898790169933,32.13874389956936,1.792164938118266e-06,-24.11094779146663,True,-405.9273482626471,-415.5346481131553,-421.9967202124318,-428.3726718739939,2.583343531078796,3.984695617729158
125,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.37383220584195,0.23132802534802777,5.351265531141778,0.004528525829732805,3175,99,14.211274382434794,0.0008204667345001866,-10.194843101463903,0.10354815695076286,36.40015941323645,2.3939156551580626e-07,-28.372363305133717,True,-417.76061592033005,-424.86625311154745,-435.9606956269483,-442.3263630580274,231.91614703467292,3.105444070933522
126,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,15.725314905666034,0.21745616627580808,4.539569688131701,0.01035470119902475,3175,95,15.84055872779345,0.0003633008191844383,-11.824127446822558,0.12027945011314736,27.82381130709109,1.3541578422396583e-05,-19.796015198988357,True,-407.30123027842865,-415.2215096423254,-421.2131359319742,-429.0658190545562,355.7031183476543,3.442047880697905
126,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,227.5127874826197,0.2019121282922003,4.076850755148595,0.016598435440950698,3175,98,10.250574330535983,0.005944510054522033,-6.234143049565091,0.07545128955575495,29.112301936086283,7.4173044609285884e-06,-21.08450582798355,True,-419.89458355470674,-425.01987071997473,-434.4507345227499,-438.85335240030923,236.14037269606249,2.6310403553081443
127,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,27.199576174934716,0.23568853062721204,5.33271201304457,0.004606232483789954,3175,95,17.13721358893588,0.0001899771427288028,-13.120782307964987,0.13012512136533025,30.982935491511057,3.08603147461669e-06,-22.955139383408323,True,-406.6646659809979,-415.2332727754658,-422.1561337267534,-428.3726718739966,5.841945007494478,3.6281509111090857
127,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,224.46700116163873,0.22690258776809089,5.148478433585619,0.0055715017213362385,3175,98,14.05240655043508,0.0008882980092962397,-10.035975269464188,0.10343539409626672,36.92890508359551,1.8630836001762574e-07,-28.901108975492775,True,-416.73010010029896,-423.7563033755165,-435.1945526420967,-438.85335240030975,231.4890752868371,3.1680660005434538
128,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,13.541540544427741,0.22351888560318323,4.796226453243736,0.007970165100535088,3175,95,16.54337402757176,0.00025565363604693967,-12.526942746600866,0.1256160193113108,30.04442633713586,4.793560582108981e-06,-22.016630229033126,True,-408.21310160440584,-416.4847886181917,-423.23531477297377,-428.3726718739941,353.71652473108327,3.5031221197062856
128,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,223.6176530050276,0.24766695761829882,6.133892189590422,0.0020306987692820166,3175,99,17.930030944032524,0.00012780364797584863,-13.913599663061632,0.13064427639364334,45.726227072696815,2.8080385105090915e-09,-37.69843096459408,True,-415.7172421439704,-424.68225761598666,-438.5803556803188,-442.32636305802856,227.40258874153503,3.66782001971306
129,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,20.744536420788357,0.2471542178990018,5.864179912825657,0.002671493186235323,3175,95,19.11878186410661,7.05357466440477e-05,-15.102350583135717,0.14517143043781292,33.49706244608012,9.448605763984628e-07,-25.469266337977388,True,-405.62934994335666,-415.18874087540996,-422.3778811663967,-428.3726718739954,1.1543829916710546,3.9475711324861447
129,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,222.65231619550312,0.22556052329134416,5.087754966746501,0.0059279990216884295,3175,99,13.45005090540701,0.0012004900234056078,-9.433619624436119,0.0980016249542162,34.97978074041305,4.6899850601945376e-07,-26.951984632310314,True,-419.4517762722857,-426.1768017249892,-436.94166664249224,-442.32636305802794,229.23634834138093,3.0545687834298616
130,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,21.204886255435806,0.22640133533483778,4.920726205574176,0.007018918428122327,3175,95,14.597864152842362,0.0006762605843301787,-10.58143287187147,0.11084350642566551,25.289049860248838,4.4005910964024303e-05,-17.261253752146104,True,-410.64326327908884,-417.94219535551,-423.28778820921326,-428.37267187399306,3.293079047113847,3.2570869961397166
130,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,230.7798957987809,0.21058600245493356,4.434646442994928,0.011536444274128012,3175,99,12.911044922474048,0.0015718178530697477,-8.894613641503156,0.09407424486034313,36.06214262533706,2.8097550648204017e-07,-28.034346517234326,True,-420.6919433281287,-427.1474657893657,-438.7230146407972,-442.32636305802987,238.18653426316212,2.941647778029627
131,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,17.036957549824656,0.22460065002118826,4.842763391034268,0.007600453811161515,3175,95,16.62206817657841,0.00024578974360509054,-12.605636895607518,0.12621355435614698,30.726645906301655,3.4806881895699352e-06,-22.69884979819892,True,-406.4853590227355,-414.7963931110247,-421.84868197588634,-428.37267187399317,358.6770547622106,3.5794508770574587
131,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,220.58130340899808,0.22670192109629209,5.1393761028749445,0.005623548588853388,3175,98,13.004942378312307,0.0014997284971509594,-8.988511097341416,0.09572533610325452,35.22447962827391,4.1773424032496795e-07,-27.196683520171177,True,-414.8859988029309,-421.38846999208704,-432.49823861706784,-438.8533524003096,226.2854008229515,3.001362591935484
132,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,19.9107527009689,0.20458213548221782,4.0179696152125945,0.017605882109769246,3175,95,12.921069279330368,0.001563959332139897,-8.904637998359476,0.09811138195932977,24.689383898148662,5.808673403119039e-05,-16.661587790045928,True,-411.06941593068757,-417.52995057035275,-423.4141078797619,-428.3726718739913,1.3920819775846434,3.0352015508332264
132,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,218.49491131794457,0.19868165900520535,3.9474401625060698,0.018929523780079442,3175,99,9.874121706136748,0.007175657721267771,-5.857690425165856,0.07194619403321999,32.72673722261641,1.3586678280580344e-06,-24.698941114513673,True,-420.3405328592949,-425.2775937123633,-436.7039014706031,-442.3263630580278,229.7522367440719,2.562183145173573
133,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,31.22005032454502,0.24438798797879202,5.733646912158931,0.0030544126742856497,3175,95,16.357934096164286,0.0002804915247979263,-12.341502815193394,0.12420794947223528,30.101283284158512,4.6674726761982525e-06,-22.073487176055778,True,-407.33359210420105,-415.5125591522832,-422.3842337462803,-428.37267187399164,10.38562464109936,3.542467786996728
133,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,222.45574029361921,0.23749638986270438,5.640453519781767,0.0033683827302337177,3175,99,15.227533026004949,0.0004936091674072689,-11.211101745034057,0.11095296152318308,35.64823108710618,3.4182164080043655e-07,-27.62043497900345,True,-421.01029637107985,-428.6240628840823,-438.83441191463294,-442.32636305802833,228.46478162415895,3.2963092006955836
134,age_randomized,strong_monsoon_start,Strong monsoon starts,96,96,0,20.161715882454324,0.2106820807043763,4.261146156472831,0.013748896663097249,3175,95,14.431131784103286,0.000735054514545906,-10.414700503132394,0.10957748557547847,29.034119067679626,7.69361726051269e-06,-21.00632295957689,True,-407.14655777544056,-414.3621236674922,-421.66361730928037,-428.3726718739922,359.87322929574316,3.2329837081285544
134,age_randomized,weak_monsoon_start,Weak monsoon starts,100,100,0,226.75559156935535,0.21176282681360845,4.484349482009033,0.010967326399896291,3175,98,12.793096872948581,0.0016673021523582578,-8.77666559197769,0.09416600722558686,33.3188076832688,1.0277532955762988e-06,-25.291011575166067,True,-417.7472961314726,-424.14384456794687,-434.406699973107,-439.5464995808691,234.72071690206698,2.9876447552754337
